libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.325822114944458,13.951848030090332
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.3378875255584717,14.228416919708252
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.315342426300049,14.124582290649414
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.330544948577881,13.866543769836426
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.309392213821411,14.00211763381958
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.3143954277038574,13.834594011306763
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.3344016075134277,13.837691307067871
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.3134007453918457,13.863549947738647
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.3118674755096436,14.312275171279907
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.3353257179260254,14.56278681755066
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.3085389137268066,14.467952728271484
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.312512159347534,14.085379838943481
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.335630416870117,14.668355226516724
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.3324904441833496,14.35815143585205
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.312142848968506,14.727373600006104
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.337489128112793,14.596535921096802
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.3350865840911865,13.84463620185852
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.3326663970947266,14.639969110488892
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.3165371417999268,14.622934579849243
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.3483519554138184,14.546689748764038
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.331632137298584,13.726680994033813
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.335379123687744,14.900379180908203
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.6964030265808105,14.784027338027954
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.6708014011383057,14.542852401733398
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.325174331665039,14.226728677749634
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.3363969326019287,14.045318126678467
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.333958625793457,13.947195768356323
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.333899736404419,14.101020097732544
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.7454867362976074,14.095083236694336
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.3259458541870117,14.217809677124023
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.3241281509399414,14.162592887878418
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.3370201587677,14.01403522491455
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.328756093978882,13.848540782928467
libdarknet-clang-4.0-1-1-0.so,0,0,0,0,0,2.3243038654327393,13.826453924179077
libdarknet-gcc-6-1-1-0.so,gcc,6,1,1,0,2.3239471912384033,13.970034122467041
libdarknet-clang-4.0-0-0-0.so,0,0,0,0,0,2.3220326900482178,14.037492513656616
libdarknet-clang-8-0-1-0.so,clang,8,0,1,0,2.3325157165527344,13.818730592727661
libdarknet-gcc-4.8-1-0-0.so,0,0,0,0,0,2.326262950897217,13.824695110321045
libdarknet-clang-4.0-1-0-0.so,0,0,0,0,0,2.3256936073303223,14.1092848777771
libdarknet-clang-5.0-1-0-0.so,0,0,0,0,0,2.3281807899475098,14.085389137268066
libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.3248729705810547,13.839262962341309
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.325958251953125,13.847968101501465
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.3283767700195312,13.82511019706726
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.3250863552093506,14.22571873664856
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.324226140975952,13.80642032623291
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.328319787979126,14.54525637626648
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.3184447288513184,14.375430583953857
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.323760509490967,14.076293706893921
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.3242459297180176,14.598530769348145
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.3190653324127197,13.828622341156006
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.331017017364502,14.43290376663208
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.3248085975646973,14.236683130264282
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.3262386322021484,14.711504697799683
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.3255958557128906,13.777160882949829
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.3252484798431396,14.517512559890747
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.334312677383423,14.368719577789307
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.3317418098449707,14.508115291595459
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.3243651390075684,14.721105575561523
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.3290462493896484,14.658071279525757
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.3471012115478516,14.532068252563477
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.323157548904419,14.50008225440979
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.340845823287964,14.601799964904785
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.686124086380005,14.599263906478882
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.7156333923339844,14.617204427719116
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.3289573192596436,14.227644443511963
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.332261562347412,14.179021120071411
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.3142898082733154,14.038659811019897
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.305382013320923,13.994300127029419
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.667346477508545,14.14056134223938
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.328519105911255,14.046999216079712
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.336275815963745,13.911906003952026
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.336815118789673,14.050764799118042
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.332090139389038,14.072575807571411
libdarknet-clang-4.0-1-1-0.so,0,0,0,0,0,2.3145041465759277,14.121801614761353
libdarknet-gcc-6-1-1-0.so,gcc,6,1,1,0,2.334639072418213,14.041306734085083
libdarknet-clang-4.0-0-0-0.so,0,0,0,0,0,2.3090782165527344,13.92929744720459
libdarknet-clang-8-0-1-0.so,clang,8,0,1,0,2.308955430984497,13.86141848564148
libdarknet-gcc-4.8-1-0-0.so,0,0,0,0,0,2.3357174396514893,13.688822746276855
libdarknet-clang-4.0-1-0-0.so,0,0,0,0,0,2.3096861839294434,13.977300643920898
libdarknet-clang-5.0-1-0-0.so,0,0,0,0,0,2.307776927947998,13.727682828903198
libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.309211254119873,13.955142498016357
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.333817481994629,13.66585087776184
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.309300661087036,13.731738328933716
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.342621088027954,13.741650819778442
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.3044593334198,13.697575569152832
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.3559138774871826,14.588769674301147
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.3755834102630615,15.067371845245361
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.3133208751678467,14.712053298950195
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.3120832443237305,13.960545063018799
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.332155704498291,13.939168214797974
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.3097996711730957,13.941367864608765
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.310577392578125,13.978510856628418
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.3303520679473877,14.725960493087769
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.3303372859954834,13.905812978744507
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.305647373199463,14.614284992218018
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.3366029262542725,14.778255462646484
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.333416223526001,13.950248956680298
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.329441785812378,14.489764928817749
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.315113067626953,14.786919832229614
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.33423113822937,13.964073181152344
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.330214500427246,14.195327997207642
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.3356385231018066,14.977378368377686
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.7092485427856445,14.568053722381592
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.675227642059326,14.510587215423584
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.3900012969970703,14.339836359024048
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.3597774505615234,14.213714361190796
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.3759818077087402,14.017983198165894
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.3619842529296875,14.072564125061035
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.729116678237915,13.90883183479309
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.366591453552246,13.968914985656738
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.359328031539917,13.883376359939575
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.358402729034424,13.734689474105835
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.361232280731201,13.830933332443237
libdarknet-clang-4.0-1-1-0.so,0,0,0,0,0,2.365461826324463,13.84400200843811
libdarknet-gcc-6-1-1-0.so,gcc,6,1,1,0,2.3565361499786377,13.872584581375122
libdarknet-clang-4.0-0-0-0.so,0,0,0,0,0,2.358003616333008,13.74158000946045
libdarknet-clang-8-0-1-0.so,clang,8,0,1,0,2.358943462371826,14.168590545654297
libdarknet-gcc-4.8-1-0-0.so,0,0,0,0,0,2.362978935241699,14.303452491760254
libdarknet-clang-4.0-1-0-0.so,0,0,0,0,0,2.3654074668884277,13.666869163513184
libdarknet-clang-5.0-1-0-0.so,0,0,0,0,0,2.3748691082000732,13.680135011672974
libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.360028028488159,13.776221752166748
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.356245994567871,13.72434401512146
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.3629674911499023,13.734369039535522
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.3565218448638916,13.963382959365845
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.360438346862793,14.265398979187012
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.362352132797241,14.170142889022827
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.355137586593628,13.784347534179688
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.357360601425171,14.483502864837646
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.3643970489501953,14.466813564300537
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.35746431350708,14.403343439102173
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.3579185009002686,14.515031337738037
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.3580501079559326,14.60480809211731
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.357055902481079,14.442159652709961
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.3542985916137695,14.496784210205078
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.3562028408050537,14.576328992843628
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.3588454723358154,14.474539756774902
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.3562612533569336,14.396533489227295
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.355517864227295,14.580150365829468
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.3642654418945312,13.702356576919556
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.357200860977173,13.691647291183472
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.3578567504882812,13.774589538574219
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.358633041381836,14.896250486373901
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.7217092514038086,14.625051975250244
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.76724910736084,14.596161603927612
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.3373870849609375,14.422525644302368
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.301152229309082,14.28357219696045
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.314844846725464,14.199378490447998
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.300905704498291,14.21426796913147
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.720335006713867,14.09576153755188
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.316802978515625,14.076092958450317
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.303485870361328,14.181073188781738
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.302922248840332,14.044554710388184
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.305924892425537,14.0503408908844
libdarknet-clang-4.0-1-1-0.so,0,0,0,0,0,2.3067703247070312,13.923049926757812
libdarknet-gcc-6-1-1-0.so,gcc,6,1,1,0,2.303546190261841,14.222527742385864
libdarknet-clang-4.0-0-0-0.so,0,0,0,0,0,2.303054094314575,13.899454832077026
libdarknet-clang-8-0-1-0.so,clang,8,0,1,0,2.300143241882324,14.11177921295166
libdarknet-gcc-4.8-1-0-0.so,0,0,0,0,0,2.303621768951416,14.451159954071045
libdarknet-clang-4.0-1-0-0.so,0,0,0,0,0,2.3058457374572754,13.936267614364624
libdarknet-clang-5.0-1-0-0.so,0,0,0,0,0,2.304260492324829,13.905503273010254
libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.302154779434204,14.391530752182007
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.316406726837158,13.91481065750122
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.306901216506958,13.980756282806396
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.301220178604126,13.92912745475769
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.303161859512329,13.957111597061157
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.3036985397338867,13.899048805236816
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.310110092163086,14.156978607177734
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.29934024810791,14.490422487258911
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.3056647777557373,14.72741961479187
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.300205945968628,13.956867694854736
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.2988879680633545,14.497205018997192
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.3132331371307373,13.936082124710083
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.3039348125457764,13.914397239685059
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.3060476779937744,13.92818570137024
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.2966456413269043,13.94775652885437
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.3028690814971924,14.687702655792236
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.3041059970855713,13.896533489227295
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.298111915588379,14.711392402648926
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.303178071975708,14.797242164611816
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.302225112915039,13.913798093795776
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.3008739948272705,14.125347137451172
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.3067426681518555,15.085580587387085
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.6793336868286133,14.632801532745361
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.6754393577575684,14.51846981048584
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.3116376399993896,14.29131293296814
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.422545909881592,14.211963653564453
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.320518732070923,14.20619535446167
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.303661346435547,13.939927577972412
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.6530141830444336,13.975042819976807
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.4066226482391357,13.837626457214355
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.4118995666503906,13.839779615402222
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.4084784984588623,14.23249626159668
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.409019708633423,13.807000637054443
libdarknet-clang-4.0-1-1-0.so,0,0,0,0,0,2.307525634765625,13.771871328353882
libdarknet-gcc-6-1-1-0.so,gcc,6,1,1,0,2.4065632820129395,13.712912797927856
libdarknet-clang-4.0-0-0-0.so,0,0,0,0,0,2.3068883419036865,13.717232942581177
libdarknet-clang-8-0-1-0.so,clang,8,0,1,0,2.312992811203003,13.687747478485107
libdarknet-gcc-4.8-1-0-0.so,0,0,0,0,0,2.4097206592559814,14.100064039230347
libdarknet-clang-4.0-1-0-0.so,0,0,0,0,0,2.3074474334716797,13.96557092666626
libdarknet-clang-5.0-1-0-0.so,0,0,0,0,0,2.305527687072754,14.047024726867676
libdarknet-clang-6.0-1-1-0.so,0,0,0,0,0,2.305662155151367,14.00669240951538
libdarknet-gcc-6-1-0-0.so,gcc,6,1,0,0,2.408676862716675,13.755769729614258
libdarknet-clang-8-1-1-0.so,clang,8,1,1,0,2.322629451751709,13.740030288696289
libdarknet-gcc-8-0-1-0.so,gcc,8,0,1,0,2.4073739051818848,14.288266658782959
libdarknet-clang-3.9-0-0-0.so,0,0,0,0,0,2.3042356967926025,14.09000849723816
libdarknet-clang-3.9-1-1-0.so,0,0,0,0,0,2.3078114986419678,13.96521544456482
libdarknet-gcc-5-0-1-0.so,gcc,5,0,1,0,2.406747817993164,14.596910238265991
libdarknet-clang-6.0-0-1-0.so,0,0,0,0,0,2.304586887359619,14.559767484664917
libdarknet-clang-6.0-1-0-0.so,0,0,0,0,0,2.308173894882202,13.930752754211426
libdarknet-gcc-4.8-1-1-0.so,0,0,0,0,0,2.4057626724243164,14.319566011428833
libdarknet-clang-3.9-0-1-0.so,0,0,0,0,0,2.3053953647613525,14.351331949234009
libdarknet-clang-5.0-0-1-0.so,0,0,0,0,0,2.3073136806488037,14.494420528411865
libdarknet-gcc-4.8-0-0-0.so,0,0,0,0,0,2.4053289890289307,14.566632747650146
libdarknet-gcc-6-0-1-0.so,gcc,6,0,1,0,2.408985137939453,13.710220336914062
libdarknet-clang-6.0-0-0-0.so,0,0,0,0,0,2.307023286819458,14.273715496063232
libdarknet-gcc-8-1-0-0.so,gcc,8,1,0,0,2.410562038421631,13.790214776992798
libdarknet-gcc-8-1-1-0.so,gcc,8,1,1,0,2.4076361656188965,13.755899667739868
libdarknet-gcc-8-0-0-0.so,gcc,8,0,0,0,2.405366897583008,14.648017168045044
libdarknet-clang-5.0-1-1-0.so,0,0,0,0,0,2.3086256980895996,13.795059204101562
libdarknet-gcc-7-1-0-0.so,gcc,7,1,0,0,2.4084935188293457,13.831922769546509
libdarknet-gcc-6-0-0-0.so,gcc,6,0,0,0,2.409034252166748,14.031533479690552
libdarknet-gcc-7-1-1-0.so,gcc,7,1,1,0,2.408083915710449,14.216444969177246
libdarknet-gcc-7-0-0-0.so,gcc,7,0,0,0,2.769885301589966,14.560384273529053
libdarknet-clang-3.9-1-0-0.so,0,0,0,0,0,2.684614419937134,14.525989055633545
libdarknet-clang-8-0-0-0.so,clang,8,0,0,0,2.3308944702148438,14.206566333770752
libdarknet-gcc-4.8-0-1-0.so,0,0,0,0,0,2.316030502319336,14.194493293762207
libdarknet-clang-4.0-0-1-0.so,0,0,0,0,0,2.300795793533325,14.006500482559204
libdarknet-clang-5.0-0-0-0.so,0,0,0,0,0,2.303313970565796,13.932743787765503
libdarknet-clang-8-1-0-0.so,clang,8,1,0,0,2.6478488445281982,13.95598316192627
libdarknet-gcc-5-0-0-0.so,gcc,5,0,0,0,2.300560474395752,13.99076509475708
libdarknet-gcc-5-1-1-0.so,gcc,5,1,1,0,2.305779457092285,13.861324310302734
libdarknet-gcc-7-0-1-0.so,gcc,7,0,1,0,2.3046116828918457,14.157868385314941
libdarknet-gcc-5-1-0-0.so,gcc,5,1,0,0,2.305736541748047,14.055633544921875
